시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,lat,lon,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
경기도,수원시,시도,서수원로99번길,서수원로99번길,3,,경기도 수원시 권선구 오목천동 860-2,37.23285673,126.9748678,99,2,N,282,1,4,4,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,Y,23:59,5:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,경수대로743번길,경수대로743번길,3,,경기도 수원시 장안구 연무동 160-1,37.2895962,127.0228878,99,2,N,283,1,4,99,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,영통로154번길,영통로154번길,3,,경기도 수원시 영통구 망포동 416-9,37.24088409,127.0587472,99,2,N,284,1,3,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,광교호수로152번길,광교호수로152번길,3,,경기도 수원시 영통구 하동 1036-1,37.27720834,127.0690008,99,2,N,285,1,4,3,녹색/녹색화살표+황색+녹색+황색+적색,30+3+50+3+3,2,2,1,Y,21:00,5:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,에듀타운로,에듀타운로,3,,경기도 수원시 영통구 이의동 1381-21,37.28407277,127.0535582,99,2,Y,286,1,4,3,녹색/녹색화살표+황색+녹색+황색+적색,30+3+50+3+3,2,2,1,Y,23:59,5:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,경수대로,경수대로,3,,경기도 수원시 권선구 권선동 842-23,37.24346429,127.0176461,99,1,Y,287,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,영통로154번길,영통로154번길,3,,경기도 수원시 영통구 망포동 357-5,37.24229903,127.0580608,99,2,N,288,1,3,3,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,영통로174번길,영통로174번길,3,,경기도 수원시 영통구 망포동 356-10,37.24299285,127.058005,99,2,N,289,1,3,99,녹색+황색+적색,37+3+60,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,영통로174번길,영통로174번길,3,,경기도 수원시 영통구 망포동 366-11,37.24293966,127.0561115,99,2,N,290,1,3,99,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,에듀타운로,에듀타운로,3,경기도 수원시 영통구 에듀타운로 82,경기도 수원시 영통구 이의동 1347-6,37.28864196,127.0476928,99,2,Y,291,1,3,2,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,23:59,6:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,에듀타운로,에듀타운로,3,,경기도 수원시 영통구 이의동 1344-1,37.28806645,127.0482832,99,2,Y,292,1,4,4,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,Y,23:59,6:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,에듀타운로,에듀타운로,3,경기도 수원시 영통구 도청로 65,경기도 수원시 영통구 이의동 1344,37.28674796,127.052149,99,2,Y,293,1,4,3,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,Y,23:59,6:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,센트럴타운로,센트럴타운로,3,,경기도 수원시 영통구 이의동 1326-2,37.29112859,127.0516683,99,2,Y,294,1,4,3,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,Y,23:00,6:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,웰빙타운로,웰빙타운로,3,경기도 수원시 영통구 웰빙타운로 73,경기도 수원시 영통구 이의동 1183,37.30502045,127.0430585,99,2,N,295,1,4,3,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,정조로,정조로,3,경기도 수원시 장안구 정조로 979,경기도 수원시 장안구 정자동 2-1,37.29409763,127.0097735,99,2,Y,296,1,3,3,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,Y,23:59,7:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,정조로,정조로,3,경기도 수원시 장안구 정조로 998,경기도 수원시 장안구 조원동 680-1,37.29611472,127.0092866,99,1,Y,297,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,수봉로,수봉로,3,경기도 수원시 권선구 수봉로 47,경기도 수원시 권선구 탑동 508-6,37.26586401,126.9776783,99,1,N,298,1,3,2,녹색+황색+적색,37+3+60,2,2,1,Y,20:00,8:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,창룡대로,창룡대로,3,경기도 수원시 팔달구 창룡대로 47,경기도 수원시 팔달구 매향동 122-106,37.28339925,127.0210561,99,2,N,299,1,3,99,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,장안로,장안로,3,경기도 수원시 장안구 장안로 232,경기도 수원시 장안구 정자동 395,37.30375929,126.9965989,99,1,Y,300,1,4,2,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,서부로,서부로,3,경기도 수원시 장안구 상률로 53,경기도 수원시 장안구 율전동 40-2,37.30635678,126.9721173,99,2,Y,301,1,4,3,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,서부로,서부로,3,,경기도 수원시 권선구 고색동 885-73,37.25674283,126.9737543,99,2,Y,302,1,4,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,권선로,권선로,3,,경기도 수원시 권선구 서둔동 86-2,37.25943003,126.9843721,99,2,Y,303,1,3,4,녹색/녹색화살표+황색+녹색+황색+적색,30+3+50+3+3,2,2,1,Y,21:00,6:30,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,매송고색로,매송고색로,3,,경기도 수원시 권선구 오목천동 274-18,37.24748753,126.9675137,99,2,Y,304,1,4,99,녹색/녹색화살표+황색+녹색+황색+적색,30+3+50+3+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,수인로,수인로,3,,경기도 수원시 권선구 서둔동 357-56,37.27565685,126.9802527,99,2,Y,305,1,4,3,녹색/녹색화살표+황색+녹색+황색+적색,30+3+50+3+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,수인로,수인로,3,경기도 수원시 권선구 수인로 153,경기도 수원시 권선구 서둔동 212-3,37.27353499,126.9797571,99,2,Y,306,1,4,5,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,수인로,수인로,3,경기도 수원시 권선구 서호로 149,경기도 수원시 권선구 서둔동 208-16,37.27254149,126.9854938,99,2,Y,307,1,3,4,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,수인로,수인로,3,경기도 수원시 권선구 수인로 91,경기도 수원시 권선구 서둔동 14-37,37.27196734,126.9882047,99,2,Y,308,1,3,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,세화로,세화로,3,,경기도 수원시 권선구 서둔동 9-23,37.27065802,126.9946404,99,2,Y,309,1,4,4,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,세화로,세화로,3,,경기도 수원시 권선구 서둔동 9-35,37.26940555,126.9941445,99,2,Y,310,1,4,5,녹색/녹색화살표+황색+녹색+황색+적색,30+3+50+3+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,광교산로,광교산로,3,,경기도 수원시 권선구 서둔동 323-167,37.26404444,126.9943367,99,1,N,311,1,3,2,녹색+황색+적색,37+3+60,2,2,1,Y,18:00,8:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,세화로,세화로,3,경기도 수원시 권선구 세화로 139,경기도 수원시 권선구 서둔동 323-66,37.26428615,126.9941889,99,2,Y,312,1,3,4,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,경수대로,경수대로,3,경기도 수원시 장안구 경수대로 950,경기도 수원시 장안구 조원동 893,37.30354376,127.0075006,99,1,Y,313,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,정조로,정조로,3,경기도 수원시 장안구 팔달로 269,경기도 수원시 장안구 영화동 282-5,37.28958176,127.0141689,99,2,Y,314,1,4,4,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,중부대로,중부대로,3,경기도 수원시 팔달구 중부대로 93,경기도 수원시 팔달구 지동 88,37.27926951,127.0274444,99,1,Y,315,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,효원로,효원로,3,,경기도 수원시 영통구 매탄동 1355,37.25951562,127.0404766,99,2,Y,316,1,4,4,녹색/녹색화살표+황색+녹색+황색+적색,30+3+50+3+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,세화로,세화로,3,,경기도 수원시 권선구 평동 21-84,37.26007108,126.9973357,99,2,Y,317,1,3,4,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,송원로,송원로,3,경기도 수원시 장안구 송원로 101,경기도 수원시 장안구 조원동 888,37.30337225,127.0096118,99,2,N,318,1,3,4,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,권선로,권선로,3,,경기도 수원시 권선구 평동 175-52,37.26287336,126.9993647,99,2,N,319,1,3,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,23:00,6:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,권선로,권선로,3,,경기도 수원시 권선구 평동 13 -15,37.26104401,126.9943371,99,1,Y,320,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,Y,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,서수원로,서수원로,3,,경기도 수원시 권선구 오목천동 698-1,37.2359657,126.9766472,99,1,N,321,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,서수원로,서수원로,3,,경기도 수원시 권선구 오목천동 709-1,37.2346596,126.978507,99,2,N,322,1,4,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,기안길,기안길,3,,경기도 수원시 권선구 오목천동 722-17,37.23363279,126.9803667,99,2,N,323,1,4,3,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,조원로,조원로,3,,경기도 수원시 장안구 조원동 787,37.30112133,127.0154242,99,1,N,324,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,팔달로,팔달로,3,,경기도 수원시 장안구 영화동 165-10,37.28982252,127.015084,99,1,N,325,1,3,4,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,세지로,세지로,3,,경기도 수원시 팔달구 인계동 1167-1,37.2698456,127.0234237,99,1,N,326,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,도청로89번길,도청로89번길,3,,경기도 수원시 영통구 이의동 1347,37.28965234,127.0480812,99,1,Y,327,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,서수원로577번길,서수원로577번길,3,,경기도 수원시 권선구 금곡동 1154,37.27673533,126.9454793,99,2,N,328,1,3,3,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,매송고색로,매송고색로,3,,경기도 수원시 권선구 고색동 905-17,37.24835399,126.9728107,99,1,Y,329,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,Y,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,고현로,고현로,3,경기도 수원시 권선구 고현로 12,경기도 수원시 권선구 고색동 280,37.24914159,126.9881784,99,1,N,330,1,3,2,녹색+황색+적색,37+3+60,2,2,1,Y,16:00,8:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,당수로,당수로,3,,경기도 수원시 권선구 당수동 177-14,37.2898718,126.9444544,99,2,N,331,1,4,3,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,동말로,동말로,3,경기도 수원시 팔달구 동말로 57,경기도 수원시 팔달구 화서동 107-5,37.2789339,127.0005883,99,1,N,332,1,3,4,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,하률로56번길,하률로56번길,3,,경기도 수원시 장안구 천천동 478-8,37.30237228,126.9803688,99,1,N,333,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,조원로,조원로,3,경기도 수원시 장안구 조원로 107,경기도 수원시 장안구 조원동 745,37.30208389,127.0141336,99,2,N,334,1,3,3,녹색+황색+적색,37+3+60,2,2,1,Y,20:00,8:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,수일로,수일로,3,,경기도 수원시 장안구 조원동 873,37.30723078,127.0088941,99,2,N,335,1,3,99,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,조원로,조원로,3,경기도 수원시 장안구 광교산로 37,경기도 수원시 장안구 영화동 15-13,37.29542372,127.0210363,99,2,N,336,1,3,99,녹색+황색+적색,37+3+60,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,파장천로,파장천로,3,경기도 수원시 장안구 파장천로 2,경기도 수원시 장안구 파장동 613,37.30591944,126.9937409,99,1,N,337,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,조원로,조원로,3,경기도 수원시 장안구 금당로 2,경기도 수원시 장안구 조원동 728-30,37.30350317,127.0129397,99,2,N,338,1,4,99,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,센트럴타운로100번길,센트럴타운로100번길,3,,경기도 수원시 영통구 이의동 1381-14,37.29226496,127.0489962,99,2,Y,339,1,4,4,녹색/녹색화살표+황색+녹색+황색+적색,30+3+50+3+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,세화로168번길,세화로168번길,3,,경기도 수원시 권선구 서둔동 373,37.26781995,126.9977523,99,2,N,340,1,4,99,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,동수원로25번길,동수원로25번길,3,경기도 수원시 권선구 동수원로25번길 32-52,경기도 수원시 권선구 권선동 1355-4,37.23760625,127.0249988,99,2,N,341,1,4,4,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,권선로908번길,권선로908번길,3,경기도 수원시 영통구 권선로908번길 19,경기도 수원시 영통구 신동 936-6,37.24767382,127.0454007,99,2,N,342,1,4,99,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,권선로882번길,권선로882번길,3,경기도 수원시 영통구 권선로882번길 65-16,경기도 수원시 영통구 신동 929-5,37.24714931,127.0426188,99,2,N,343,1,4,99,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,Y,23:59,6:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,권선로882번길,권선로882번길,3,,경기도 화성시 반정동 620,37.24604462,127.0422845,99,2,N,344,1,4,4,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,Y,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,온정로,온정로,3,,경기도 수원시 권선구 오목천동 1173,37.24704542,126.9655415,99,2,N,345,1,4,4,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,영통로154번길,영통로154번길,3,,경기도 수원시 영통구 망포동 511-3,37.24137822,127.0617229,99,2,N,346,1,4,5,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,영통로200번길,영통로200번길,3,,경기도 수원시 영통구 망포동 434,37.24365719,127.0629982,99,2,N,347,1,3,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,도청로,도청로,3,,경기도 수원시 영통구 이의동 291-2,37.28975979,127.0498067,99,1,Y,348,1,3,2,녹색+황색+적색,37+3+60,2,2,1,Y,1:30,4:30,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,효원로94번길,효원로94번길,3,,경기도 수원시 권선구 세류동 1261,37.2646842,127.0110327,99,2,N,349,1,4,5,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,봉영로1517번길,봉영로1517번길,3,경기도 수원시 영통구 봉영로1517번길 23,경기도 수원시 영통구 영통동 970-5,37.24859171,127.0666274,99,2,Y,350,1,3,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,23:59,5:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,봉영로,봉영로,3,,경기도 수원시 영통구 망포동 472-5,37.24104384,127.0636949,99,2,Y,351,1,3,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,22:00,7:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,봉영로,봉영로,3,경기도 수원시 영통구 봉영로 1411,경기도 수원시 영통구 망포동 477-5,37.23923845,127.0626109,99,2,Y,352,1,4,4,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,Y,22:00,7:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,송정로,송정로,3,,경기도 수원시 장안구 정자동 21,37.2963195,127.0000624,99,2,N,353,1,3,2,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,영통로,영통로,3,,경기도 수원시 영통구 영통동 961-19,37.25698913,127.0692199,99,1,Y,354,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,조원로,조원로,3,,경기도 수원시 장안구 조원동 516-12,37.2967327,127.0204987,99,2,Y,355,1,4,4,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,월드컵로,월드컵로,3,,경기도 수원시 팔달구 우만동 17-4,37.2823751,127.039225,99,2,Y,356,1,3,2,녹색+황색+적색,37+3+60,2,2,1,Y,1:00,5:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,천천로22번길,천천로22번길,3,경기도 수원시 장안구 천천로22번길 21,경기도 수원시 장안구 정자동 870-4,37.29534905,126.9881253,99,2,Y,357,1,4,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,19:00,7:30,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,정자로42번길,정자로42번길,3,경기도 수원시 장안구 정자로42번길 31,경기도 수원시 장안구 천천동 513,37.29941001,126.9829865,99,2,Y,358,1,3,4,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,경수대로,경수대로,3,경기도 수원시 장안구 경수대로 1102,경기도 수원시 장안구 파장동 209-2,37.31125313,126.9931522,99,2,Y,359,1,3,3,녹색+녹색화살표+황색/적색,80+18+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,금호로,금호로,3,경기도 수원시 권선구 금호로 111,경기도 수원시 권선구 구운동 590,37.27369087,126.962194,99,1,Y,360,1,3,2,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,Y,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,금곡로140번길,금곡로140번길,3,,경기도 수원시 권선구 금곡동 1159,37.27262664,126.9454599,99,2,N,361,1,3,4,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,서수원로577번길,서수원로577번길,3,,경기도 수원시 권선구 금곡동 524-1,37.27456718,126.9347585,99,1,N,362,1,3,4,녹색+황색+적색,37+3+60,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,서수원로,서수원로,3,,경기도 수원시 권선구 오목천동 290-1,37.24548736,126.9679204,99,2,N,363,1,4,3,녹색화살표/적색+황색+녹색+황색+적색,20+3+60+3+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,서수원로,서수원로,3,,경기도 수원시 권선구 오목천동 248-10,37.24535224,126.9680332,99,2,N,364,1,4,3,녹색화살표/적색+황색+녹색+황색+적색,20+3+60+3+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,서수원로,서수원로,3,,경기도 수원시 권선구 오목천동 959,37.24376663,126.9687327,99,2,N,365,1,4,3,녹색/녹색화살표+황색+녹색+황색+적색,30+3+50+3+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,서수원로,서수원로,3,,경기도 수원시 권선구 오목천동 960-3,37.24129807,126.9696804,99,2,N,366,1,4,3,녹색/녹색화살표+황색+녹색+황색+적색,30+3+50+3+3,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,경수대로168번길,경수대로168번길,3,,경기도 수원시 권선구 권선동 1337-9,37.24204919,127.0210269,99,2,N,367,1,4,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,22:00,6:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,경수대로168번길,경수대로168번길,3,,경기도 수원시 권선구 권선동 1337-9,37.24204919,127.0210269,99,1,N,368,1,3,2,녹색+황색+적색,37+3+60,2,2,1,Y,22:00,6:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,경수대로168번길,경수대로168번길,3,,경기도 수원시 권선구 권선동 1337-9,37.24204919,127.0210269,99,2,N,369,1,4,3,녹색+황색+적색/녹색화살표+황색/적색,65+3+15+3,2,2,1,Y,22:00,6:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,상률로46번길,상률로46번길,3,,경기도 수원시 장안구 율전동 544-7,37.30523533,126.9708367,99,2,N,370,1,4,4,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,N,23:59,23:59,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
경기도,수원시,시도,봉영로,봉영로,3,,경기도 수원시 영통구 망포동 459-5,37.24093502,127.0650247,99,2,N,371,1,4,5,녹색/녹색화살표+황색+적색,70+3+23,2,2,1,Y,22:00,7:00,N,N,N,,수원시도시안전통합센터,031-228-4432,2021-05-10
