,교육청명,교육지원청명,유치원명,설립유형,대표자명,원장명,설립일,개원일,주소,전화번호,홈페이지,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,만3세유아수,만4세유아수,만5세유아수,혼합유아수,특수유아수,lat,lon
1772,경기도교육청,여주교육지원청,여주유치원,사립(사인),유영설,장윤정,19240401,19840301,경기도 여주시 소양로 35,031-883-7773, ,0,0,0,1,0,0,0,0,15,0,37.2955392420859,127.630015201889
1773,경기도교육청,여주교육지원청,상품초등학교병설유치원,공립(병설),유영부,유영부,19910201,19910301,경기도 여주시 금품1로 15,031-884-0908, ,0,0,0,1,0,0,0,0,4,0,37.4053348469864,127.44501367082
1774,경기도교육청,여주교육지원청,오학초등학교병설유치원,공립(병설),김숙경,김숙경,19980605,19980605,경기도 여주시 도예로 117,031-880-2571, ,1,1,1,0,1,10,14,25,0,4,37.3124390977068,127.647898700931
1775,경기도교육청,여주교육지원청,강천초등학교병설유치원,공립(병설),박금자,박금자,19810301,19810301,경기도 여주시 간매3길 31,031-881-1356, ,1,0,0,1,0,10,0,0,14,0,37.2690231223635,127.720430422197
1776,경기도교육청,여주교육지원청,능북초등학교병설유치원,공립(병설),최승순,최승순,19810301,19810301,경기도 여주시 백석1길 8-16,031-884-5286, ,0,0,0,1,0,0,0,0,9,0,37.3334723521133,127.592107946624
1777,경기도교육청,여주교육지원청,오산초등학교병설유치원,공립(병설),강기호,강기호,19810213,19810213,경기도 여주시 양화로 168,031-884-4423,http://www.yjosan.es.kr,0,0,0,1,0,0,0,0,8,0,37.2387982381921,127.559015316722
1778,경기도교육청,여주교육지원청,여주초등학교병설유치원,공립(병설),신동학,신동학,19820310,19820310,경기도 여주시 청심로 139,031-880-2972,http://www.yeoju.es.kr,1,0,0,1,0,8,0,0,15,0,37.2987017510741,127.635926624241
1779,경기도교육청,여주교육지원청,여흥초등학교병설유치원,공립(병설),윤영택,윤영택,19810301,19810301,경기도 여주시 여양로 91,031-880-8480, ,1,1,1,0,0,14,21,34,0,0,37.2932052842612,127.643288705382
1780,경기도교육청,여주교육지원청,흥천초등학교병설유치원,공립(병설),황규애,황규애,19810301,19810301,경기도 여주시 효자로 155,031-881-0344, ,0,0,0,1,0,0,0,0,8,0,37.3328061951046,127.541306643803
1781,경기도교육청,여주교육지원청,임당유치원,사립(사인),임정순,정규호,임정순,20070301,20070301,경기도 여주시 대명산1길 26,031-884-8990, ,1,1,1,0,0,9,23,11,0,0,0
1782,경기도교육청,여주교육지원청,푸른유치원,사립(사인),강신숙,강신숙,19920302,19920302,경기도 여주시 여주남로 184-11,031-884-6141, ,2,1,1,0,0,26,25,26,0,0,37.2724525741707,127.609620269518
1783,경기도교육청,여주교육지원청,이포초등학교병설유치원,공립(병설),김경순,김경순,19810310,19810310,경기도 여주시 이여로 1237,031-882-2570,http://www.ipo.es.kr,0,0,0,1,0,0,0,0,3,0,37.3890956604845,127.529832098756
1784,경기도교육청,여주교육지원청,송삼초등학교병설유치원,공립(병설),공영숙,공영숙,19850301,19850301,경기도 여주시 송삼로 165,031-881-3775, ,0,0,0,1,0,0,0,0,9,0,37.1764653338983,127.633959682029
1785,경기도교육청,여주교육지원청,중앙유치원,사립(사인),신현옥,김영민,20030319,20030319,경기도 여주시 마구실길 56-14,031-882-2830, ,1,1,1,0,0,16,23,15,0,0,37.2025210063283,127.53949214687
1786,경기도교육청,여주교육지원청,해님유치원,사립(사인),김웅분,이세나,20080501,20080501,경기도 여주시 월평로 11,031-885-5484, ,1,2,1,0,0,11,19,20,0,0,37.2763836613069,127.611071298564
1787,경기도교육청,여주교육지원청,금당초등학교병설유치원,공립(병설),정호동,정호동,19810312,19810312,경기도 여주시 가남로 649,031-881-5404, ,0,0,0,1,0,0,0,0,5,0,37.1967631467142,127.605484428059
1788,경기도교육청,여주교육지원청,여주대학교부속유치원,사립(법인),곽윤숙,곽윤숙,20000302,20000302,경기도 여주시 세종로 338,031-880-5591, ,2,1,2,0,0,40,24,42,0,0,37.2710928927952,127.636353103878
1789,경기도교육청,여주교육지원청,깊은샘유치원,사립(사인),조용순,조용순,20111122,20120301,경기도 여주시 삼밭골길 34,031-884-5030, ,1,0,0,1,0,9,0,0,17,0,37.2857645170188,127.61202931948
1790,경기도교육청,여주교육지원청,소화유치원,사립(법인),김경옥,김경옥,19541007,19550301,경기도 여주시 우암로 5,031-886-1278,http://yeojusohwa.co.kr,3,2,2,0,0,44,46,47,0,0,37.297824665936,127.633967280805
1791,경기도교육청,연천교육지원청,백의초등학교병설유치원,공립(병설),강한구,강한구 ,19810301,19810301,경기도 연천군 청창로726번길 38,031-835-8736, ,0,0,0,1,0,0,0,0,11,0,38.0228980667307,127.134120700566
1792,경기도교육청,연천교육지원청,연천노곡초등학교병설유치원,공립(병설),이춘석,이춘석,19810301,19810301,경기도 연천군 진목로 26,031-835-8159, ,0,0,0,1,0,0,0,0,6,0,37.9990157595639,126.916664164296
1793,경기도교육청,연천교육지원청,온골유치원,공립(단설),정경영,정경영,20110301,20110301,경기도 연천군 전곡로 56,031-833-0613,http://www.ongoll.kg.kr,2,2,2,0,1,27,27,43,0,3,38.0185646132755,127.073793034425
1794,경기도교육청,연천교육지원청,백학초등학교병설유치원,공립(병설),유규식,유규식,19810305,19810305,경기도 연천군 백학로40번길 23,031-835-0405,http://www.baek.es.kr,0,0,0,1,0,0,0,0,4,0,38.0316009643248,126.921552383302
1795,경기도교육청,연천교육지원청,연천왕산초등학교병설유치원,공립(병설),전근배,전근배,19810301,19810301,경기도 연천군 왕산로 15,031-833-6001, ,0,0,0,8,0,0,0,0,8,0,38.0562563151464,127.011014828816
1796,경기도교육청,연천교육지원청,초성초등학교병설유치원,공립(병설),한희숙,한희숙,19830316,19830316,경기도 연천군 학담로 104,031-832-9780, ,0,0,0,1,0,0,0,0,9,0,37.9981651487684,127.07368344506
1797,경기도교육청,연천교육지원청,한여울유치원,사립(법인),최순호,최순호,19940101,19940101,경기도 연천군 전은길 14,031-832-4720, ,1,2,2,0,0,16,44,44,0,0,38.0314329996948,127.071578935223
1798,경기도교육청,연천교육지원청,궁평초등학교병설유치원,공립(병설),강혜연,강혜연,19810309,19810309,경기도 연천군 궁평로45번길 52,031-835-1116, ,0,0,0,1,0,0,0,0,3,0,38.028077572935,127.104564888846
1799,경기도교육청,연천교육지원청,연천초등학교병설유치원,공립(병설),윤영희,윤영희,19810301,19810309,경기도 연천군 연천로 228,031-834-8062, ,0,0,0,2,0,0,0,0,19,0,38.0977092357146,127.07531105974
1800,경기도교육청,연천교육지원청,군남초등학교병설유치원,공립(병설),정연영,정연영,19810309,19810309,경기도 연천군 진상17길 46,031-833-1970, ,0,0,0,1,0,0,0,0,12,0,38.0678969445385,127.015589605407
1801,경기도교육청,연천교육지원청,본원유치원,사립(사인),윤자현,문성엽,19920225,19920225,경기도 연천군 선사로398번길 9,031-832-5892, ,2,2,2,0,0,29,39,41,0,0,38.0249969694285,127.074198675967
1802,경기도교육청,연천교육지원청,대광초등학교병설유치원,공립(병설),안선근,안선근,19810301,19810301,경기도 연천군 연신로 1127-1,031-834-1579,http://www.taegwwang.es.kr.,0,0,0,1,0,0,0,0,12,0,38.1830174044354,127.105351854604
1803,경기도교육청,연천교육지원청,상리초등학교병설유치원,공립(병설),여미경,여미경,19810309,19810309,경기도 연천군 상리로 70,031-834-7743, ,0,0,0,1,0,0,0,0,8,0,38.135379079205,127.075115583964
1804,경기도교육청,용인교육지원청,아이미래유치원,사립(사인),문현숙,문현숙,20100308,20100308,경기도 용인시 기흥구 흥덕2로65번길 17,312147500, ,4,4,3,0,0,64,72,55,0,0,37.2731509721568,127.072054539591
1805,경기도교육청,용인교육지원청,매봉초등학교병설유치원,공립(병설),문흥구,문흥구,20130301,20130304,경기도 용인시 수지구 수지로 75-1,031-265-9405, ,0,1,1,0,0,0,22,21,0,0,37.310038227349,127.073325386317
1806,경기도교육청,용인교육지원청,강남유치원,사립(사인),최윤철,차영숙,20041122,20041122,경기도 용인시 기흥구 강남동로114번길 6,031-275-7171, ,2,3,3,0,0,40,78,78,0,0,37.2738774388965,127.136926089877
1807,경기도교육청,용인교육지원청,마북초등학교병설유치원,공립(병설),원용성,원용성,20020305,20020305,경기도 용인시 기흥구 연원로 31,031-285-9462, ,0,0,1,0,0,0,0,17,0,0,37.302819971702,127.110041397616
1808,경기도교육청,용인교육지원청,독정초등학교병설유치원,공립(병설),손금순,손금순,20040304,20040304,경기도 용인시 기흥구 보정로 100,031-896-1631,http://www.dokjeong.es.kr,0,0,1,0,0,0,0,26,0,0,37.3188693747788,127.116265698777
1809,경기도교육청,용인교육지원청,강남큰빛유치원,사립(사인),이준순,김은주,20120301,20120301,경기도 용인시 기흥구 강남서로75번길 9,031-275-5955,http://www.kangnamglk.com/,2,3,2,0,0,30,56,26,0,0,37.2778390573435,127.128967820209
1810,경기도교육청,용인교육지원청,대현초등학교병설유치원,공립(병설),신동범,신동범,20080301,20080301,경기도 용인시 수지구 용구대로2771번길 16,070-7606-7327,http://www.dh-e.kr,0,0,1,0,0,0,0,21,0,0,37.3335924948783,127.106520987289
1811,경기도교육청,용인교육지원청,아이유치원,사립(사인),김혜란,김혜란,19970301,19970301,경기도 용인시 수지구 풍덕천로171번길 6,031-261-2272, ,2,3,2,0,0,37,65,49,0,0,37.3262096351964,127.099680146971
1812,경기도교육청,용인교육지원청,용인한일초등학교병설유치원,공립(병설),원창국,원창국,20070308,20070308,경기도 용인시 기흥구 한보라1로 145,031-8005-7957,http://www.yonginhanil.es.kr,0,1,1,0,0,0,22,22,0,0,37.2433215438502,127.106927918399
1813,경기도교육청,용인교육지원청,손곡초등학교병설유치원,공립(병설),이진건,이진건,20050301,20050301,경기도 용인시 수지구 손곡로 68,031-262-4987,http://www.songok.es.kr,0,0,1,0,0,0,0,22,0,0,37.3368653871051,127.095003617537
1814,경기도교육청,용인교육지원청,흥덕초등학교병설유치원,공립(병설),박찬우,박찬우,20090301,20090301,경기도 용인시 기흥구 흥덕1로62번길 26,031-214-9108, ,0,1,1,0,0,0,21,26,0,0,37.2723648652281,127.071673603421
1815,경기도교육청,용인교육지원청,용인한빛초등학교병설유치원,공립(병설),이규만,이규만,20100901,20100901,경기도 용인시 수지구 동천로153번길 23,031-896-7484, ,0,1,1,0,0,0,21,26,0,0,37.3350650057467,127.087935080498
1816,경기도교육청,용인교육지원청,용인이동초등학교병설유치원,공립(병설),정희균,정희균,20050310,20050310,경기도 용인시 처인구 백옥대로587번길 22,031-323-3214,http://www.2dong.es.kr,0,0,0,1,0,0,0,0,16,0,37.1908908310734,127.203512019525
1817,경기도교육청,용인교육지원청,수지아이뜰유치원,사립(사인),홍성희,홍성희,20150601,20150601,경기도 용인시 수지구 만현로67번길 34-10,031-263-0110,http://www.iddeulkinder.co.kr,4,6,6,0,0,80,150,149,0,0,37.3072128216887,127.090899737689
1818,경기도교육청,용인교육지원청,푸른유치원,사립(사인),한진순,한진순,20021004,20021004,경기도 용인시 기흥구 용인향교로20번길 9,031-274-5538, ,3,2,2,0,0,37,33,24,0,0,37.2968332314726,127.121187307782
1819,경기도교육청,용인교육지원청,고은유치원,사립(사인),한경미,한경미,20090401,20090401,경기도 용인시 처인구 석성로1069번길 8,031-334-4534, ,4,3,3,0,0,11,28,20,0,0,37.2759800070779,127.213712883987
1820,경기도교육청,용인교육지원청,용인심곡초등학교병설유치원,공립(병설),천병희,천병희,20070301,20070301,경기도 용인시 수지구 심곡로 59,031-263-4915, ,0,0,1,0,0,0,0,25,0,0,37.3090087916303,127.078933060219
1821,경기도교육청,용인교육지원청,도담유치원,사립(사인),최원경,노영이,19991201,19991201,경기도 용인시 수지구 진산로 24,031-264-2344, ,1,2,1,0,0,18,40,19,0,0,37.3141394988568,127.092792577773
1822,경기도교육청,용인교육지원청,용인한얼초등학교병설유치원,공립(병설),이진경,이진경,20180901,20180901,경기도 용인시 기흥구 기흥역로58번길 57,031-323-8471, ,1,1,2,0,1,14,20,44,0,4,37.2710930886392,127.122319841664
1823,경기도교육청,용인교육지원청,화산성민유치원,사립(사인),박성민,김명수,20060920,20070301,경기도 용인시 처인구 화산남로80번길 2,031-323-1944, ,13,12,9,0,0,209,267,211,0,0,37.1428125928861,127.212191848039
1824,경기도교육청,용인교육지원청,한아름유치원,사립(사인),박혜정,방보선,20141212,20150301,경기도 용인시 기흥구 지삼로98번길 10,031-275-1234,https://hanareum2015.kidsnote.ac,4,4,3,0,0,62,69,72,0,0,37.2493457253525,127.12934710432
1825,경기도교육청,용인교육지원청,성민유치원,사립(사인),박은식,안희경,19950412,19950412,경기도 용인시 수지구 풍덕천로148번길 11,031-263-0141,http://www.sungmin-i.com,2,2,3,0,0,40,51,75,0,0,37.3234569006657,127.098592831774
1826,경기도교육청,용인교육지원청,모현초등학교병설유치원,공립(병설),신미영,신미영,19850906,19850906,경기도 용인시 처인구 문현로 179,031-339-7056,http://www.mohyun.es.kr,0,0,0,1,0,0,0,0,3,0,37.3434763881658,127.228486814478
1827,경기도교육청,용인교육지원청,자연유치원,사립(사인),오경숙. 신천호,김미선,19980903,19980903,경기도 용인시 수지구 성복1로 118,262-7783, ,9,6,3,0,0,160,145,83,0,0,37.3167111049189,127.066786374716
1828,경기도교육청,용인교육지원청,동산유치원,사립(사인),정재영,이현주,20080313,20080313,경기도 용인시 처인구 문현로185번길 18,031-322-6714,http://www.dongsan.kg.kr,2,1,2,0,0,23,20,24,0,0,37.3437760382666,127.229201979663
1829,경기도교육청,용인교육지원청,신리초등학교병설유치원,공립(병설),이윤희,이윤희,20050306,20050306,경기도 용인시 수지구 신봉1로48번길 6,031-264-6961,http://www.shin-ri.es.kr,0,0,1,0,0,0,0,17,0,0,37.3223584590458,127.080879788558
1830,경기도교육청,용인교육지원청,대지초등학교병설유치원,공립(병설),임태재,임태재,19800309,19800309,경기도 용인시 수지구 대지로51번길 6,031-546-7192,http://www.daiji.es.kr,0,0,1,0,0,0,0,17,0,0,37.3301710629772,127.116043113138
1831,경기도교육청,용인교육지원청,미래샘유치원,사립(사인),김태호,김주련,20060221,20060301,경기도 용인시 기흥구 한일로23번길 5,031-285-2003,http://miresem.co.kr,4,4,3,0,0,53,79,63,0,0,37.2449352386621,127.101275108502
1832,경기도교육청,용인교육지원청,체리아유치원,사립(사인),오인석,고재천,20050124,20050124,경기도 용인시 기흥구 갈곡로8번길 7,031-282-1779,http://www.cheria.kr,2,2,2,0,0,38,51,32,0,0,37.2717237331247,127.129925887083
1833,경기도교육청,용인교육지원청,동백초등학교병설유치원,공립(병설),이정모,이정모,20060301,20060301,경기도 용인시 기흥구 동백평촌로 69,031-300-2990, ,0,1,1,0,0,0,22,26,0,0,37.2805520600013,127.156354047896
1834,경기도교육청,용인교육지원청,현대유치원,사립(사인),김진주,정혜영,20010331,20010331,경기도 용인시 수지구 정평로 139,031-263-4860, ,2,3,2,0,0,40,48,42,0,0,37.3250181921643,127.094416555839
1835,경기도교육청,용인교육지원청,지석초등학교병설유치원,공립(병설),이은아,이은아,20040105,20040105,경기도 용인시 기흥구 어정로 62-25,031-281-0837,http://www.jiseok.es.kr,1,1,1,0,0,8,20,26,0,0,37.2700489185461,127.139013840548
1836,경기도교육청,용인교육지원청,둔전제일초등학교병설유치원,공립(병설),이석규,이석규,20090301,20090301,경기도 용인시 처인구 포곡로141번길 28,031-337-3287, ,1,1,1,0,0,6,11,15,0,0,37.2740224944938,127.219137527282
1837,경기도교육청,용인교육지원청,초당초등학교병설유치원,공립(병설),최동선,최동선,20060301,20060301,경기도 용인시 기흥구 동백중앙로 78,031-693-8514, ,0,0,1,0,0,0,0,14,0,0,37.2634728161829,127.160948641591
1838,경기도교육청,용인교육지원청,어정초등학교병설유치원,공립(병설),이동현,이동현,19810301,19810301,경기도 용인시 기흥구 어정로 155,031-281-5460,http://www.eojeong.es.kr,0,0,1,0,0,0,0,21,0,0,37.2769564165602,127.147401306614
1839,경기도교육청,용인교육지원청,포곡초등학교병설유치원,공립(병설),전정선,전정선,19870301,19870301,경기도 용인시 처인구 부곡로 24,031-334-4984,http://www.pogok.es.kr/wah/main/index.htm,1,1,1,0,3,5,13,17,0,11,37.2821796192769,127.22024042712
1840,경기도교육청,용인교육지원청,나곡초등학교병설유치원,공립(병설),오화춘,오화춘,20030301,20030301,경기도 용인시 기흥구 사은로126번길 26,031-274-6004, ,0,0,1,0,0,0,0,26,0,0,37.2537755392316,127.118934797317
1841,경기도교육청,용인교육지원청,청곡초등학교병설유치원,공립(병설),채수흠,채수흠,20030301,20030301,경기도 용인시 기흥구 덕영대로2077번길 52,031-284-0936, ,0,0,1,0,0,0,0,13,0,0,37.267493301495,127.093382103658
1842,경기도교육청,용인교육지원청,용인백현초등학교병설유치원,공립(병설),위홍,위홍,20060301,20060301,경기도 용인시 기흥구 동백8로 108,070-7606-9539, ,0,1,1,0,0,0,22,26,0,0,37.2831054907691,127.16239379085
1843,경기도교육청,용인교육지원청,상갈초등학교병설유치원,공립(병설),민동섭,민동섭,20030301,20030301,경기도 용인시 기흥구 금화로58번길 17,031-274-1743, ,0,0,1,0,0,0,0,19,0,0,37.2642512867614,127.110997851078
1844,경기도교육청,용인교육지원청,실로암유치원,사립(사인),안재숙,안재숙,19850408,19850408,경기도 용인시 처인구 신송로141번길 27-8,031-332-1638,http://silroamkids.co.kr,2,1,2,0,0,14,19,25,0,0,37.2309155665686,127.24869427091
1845,경기도교육청,용인교육지원청,숲리라유치원,사립(사인),라덕수,김주경,20121115,20130301,경기도 용인시 기흥구 흥덕4로30번길 34,031-216-6883, ,4,5,4,0,0,80,129,103,0,0,37.2726565216104,127.093286442828
1846,경기도교육청,용인교육지원청,가람유치원,사립(사인),신수한,김은하,20030301,20030303,경기도 용인시 기흥구 중부대로55번길 10-18,031-206-0901, ,1,1,1,0,0,20,19,21,0,0,37.2675647210369,127.077578940083
1847,경기도교육청,용인교육지원청,큰별유치원,사립(사인),신문선,윤정원,20110401,20110401,경기도 용인시 처인구 백옥대로753번길 9,031-333-8166, ,1,2,2,0,0,20,37,47,0,0,37.2035657617567,127.208008502773
1848,경기도교육청,용인교육지원청,홍천초등학교병설유치원,공립(병설),정현식,정현식,20050301,20050301,경기도 용인시 수지구 신봉2로14번길 49,031-266-4912, ,0,1,1,0,0,0,11,18,0,0,37.3266364830251,127.079802228283
1849,경기도교육청,용인교육지원청,희소유치원,사립(사인),탁영진,김수연,20070531,20070531,경기도 용인시 수지구 현암로 72,031-276-3700,http://jukjeon.hiheeso.com/,5,3,3,0,0,72,65,65,0,0,37.331270806414,127.117196523229
1850,경기도교육청,용인교육지원청,풍천초등학교병설유치원,공립(병설),임복남,임복남,20020301,20020301,경기도 용인시 수지구 진산로66번길 20,031-272-4759, ,0,0,1,0,0,0,0,24,0,0,37.3161699789336,127.095510722601
1851,경기도교육청,용인교육지원청,효자초등학교병설유치원,공립(병설),장은수,장은수,20040302,20040302,경기도 용인시 수지구 성복1로 106-1,031-276-3063, ,0,0,1,0,0,0,0,26,0,0,37.3173523248953,127.067344250048
1852,경기도교육청,용인교육지원청,보라초등학교병설유치원,공립(병설),양미현,양미현,19850901,19850901,경기도 용인시 기흥구 금화로105번길 33,031-282-2772,http://www.bora.es.kr,0,1,1,0,0,0,10,12,0,0,37.2639580975985,127.107272747437
1853,경기도교육청,용인교육지원청,조은유치원,사립(사인),손현실,손현실,20070217,20070217,경기도 용인시 처인구 동부로165번길 25,031-322-0900, ,2,2,1,0,0,19,31,20,0,0,37.2239794043279,127.226461155722
1854,경기도교육청,용인교육지원청,꽃무지풀무지유치원,사립(사인),주영근,주영근,20140227,20140301,경기도 용인시 처인구 백옥대로753번길 26-6,031-333-1147,http://cafe.naver.com/yongineco,2,3,3,0,0,31,50,39,0,0,37.2053704181262,127.207475221876
1855,경기도교육청,용인교육지원청,죽전자연유치원,사립(사인),신천호,최경아,20030925,20030925,경기도 용인시 수지구 달맞이로 53,031-263-7784, ,2,3,2,0,0,29,72,45,0,0,37.326527090013,127.116704667347
1856,경기도교육청,용인교육지원청,예성유치원,사립(사인),곽동근,최선욱,20091201,20100327,경기도 용인시 기흥구 동백1로38번길 17-4,031-8005-8270,http://www.yesungkid.co.kr,5,6,7,0,0,76,137,142,0,0,37.2635431999158,127.161798925799
1857,경기도교육청,용인교육지원청,수지초등학교병설유치원,공립(병설),국명남,국명남,19810202,19810302,경기도 용인시 수지구 정평로13번길 30,031-262-0317,http://www.suji.es.kr,1,1,1,0,1,16,20,23,0,3,37.3167411997516,127.085294968283
1858,경기도교육청,용인교육지원청,예일유치원,사립(사인),이형순,이형순,20050322,20050607,경기도 용인시 기흥구 지삼로 73-3,031-275-3114,http://www.yeil1004.com,4,5,3,0,0,80,117,88,0,0,37.2510563205659,127.129791876738
1859,경기도교육청,용인교육지원청,샛별유치원,사립(사인),최원경,최원경,19940816,19940816,경기도 용인시 기흥구 구갈로28번길 21-21,031-282-3128, ,2,2,2,0,0,26,47,45,0,0,37.2794617435937,127.113477309335
1860,경기도교육청,용인교육지원청,제일초등학교병설유치원,공립(병설),서미영,서미영,19850904,19850904,경기도 용인시 처인구 중부대로2517번길 42-7,031-338-0270, ,0,0,1,0,0,0,0,15,0,0,37.2428048300314,127.313528903149
1861,경기도교육청,용인교육지원청,운학초등학교병설유치원,공립(병설),문정교,문정교,19850902,19850902,경기도 용인시 처인구 동부로465번길 7,031-333-2586, ,0,0,0,1,0,0,0,0,7,0,37.2027872155134,127.246670889926
1862,경기도교육청,용인교육지원청,수지누리유치원,공립(단설),김영화,김영화,20200301,20200301,경기도 용인시 수지구 문인로31번길 7-52,031-8067-6377,http://www.sjnr.kg.kr/wah/main/index.htm,1,3,3,0,1,15,40,59,0,4,37.3321504511219,127.100375853026
1863,경기도교육청,용인교육지원청,연세유치원,사립(사인),김정옥,김정옥,20060120,20060301,경기도 용인시 기흥구 동백8로131번길 45-1,031-281-1471, ,3,3,3,0,0,30,45,48,0,0,37.2833689840003,127.168180192443
1864,경기도교육청,용인교육지원청,구갈성민유치원,사립(사인),이금주,이미경,20011221,20011221,경기도 용인시 기흥구 관곡로64번길 6-1,031-285-6544, ,4,3,3,1,0,80,78,80,24,0,37.2820444066263,127.112612914606
1865,경기도교육청,용인교육지원청,온샘유치원,사립(사인),박성용,최숙림,20080116,20080301,경기도 용인시 기흥구 한보라1로43번길 16,031-286-0053,http://www.onsem.or.kr,4,4,4,0,0,78,90,80,0,0,37.2501580372925,127.110075228348
1866,경기도교육청,용인교육지원청,삼가초등학교병설유치원,공립(병설),송인옥,송인옥,20050308,20050308,경기도 용인시 처인구 중부대로1158번길 45,031-323-4308, ,0,0,1,0,0,0,0,12,0,0,37.2367116236508,127.170496274299
1867,경기도교육청,용인교육지원청,숲속하늘유치원,사립(사인),백차녀,백차녀,20131217,20140301,경기도 용인시 기흥구 동백중앙로54번길 30,031-282-8822,http://www.sh-kids.com,4,3,2,0,0,63,65,46,0,0,37.2625137379318,127.164625656363
1868,경기도교육청,용인교육지원청,동천초등학교병설유치원,공립(병설),최인자,최인자,20020301,20020301,경기도 용인시 수지구 고기로 71,031-272-1302, ,0,0,1,0,0,0,0,10,0,0,37.3446115639525,127.093393212881
1869,경기도교육청,용인교육지원청,동아유치원,사립(사인),김성환,김성환,19860601,19860601,경기도 용인시 수지구 신봉1로 52-10,031-263-0583,http://www.dongakids.or.kr,5,4,3,0,0,98,89,72,0,0,37.3231434362343,127.079420574
1870,경기도교육청,용인교육지원청,수지동아유치원,사립(사인),김기웅,김기웅,20131120,20140301,경기도 용인시 수지구 신봉1로 52-10,031-265-0583,http://www.dongakids.or.kr,1,2,2,0,0,20,46,45,0,0,37.3231434362343,127.079420574
1871,경기도교육청,용인교육지원청,예닮유치원,사립(사인),조희숙,조희숙,20130201,20130301,경기도 용인시 기흥구 서천서로 87,031-206-9116, ,4,4,3,0,0,63,85,63,0,0,37.2370235444993,127.068416473791
1872,경기도교육청,용인교육지원청,함박초등학교병설유치원,공립(병설),최춘매,최춘매,20180301,20180301,경기도 용인시 처인구 명지로40번길 46,312181480,http://www.hambak.es.kr,1,1,1,0,1,15,22,23,0,4,37.2337350880847,127.184112619121
1873,경기도교육청,용인교육지원청,동그라미유치원,사립(사인),임양순,임양순,19850301,19850301,경기도 용인시 처인구 명지로 77-12,031-332-0607, ,4,3,4,0,0,51,54,76,0,0,37.2291916596552,127.189985580633
1874,경기도교육청,용인교육지원청,용인신촌초등학교병설유치원,공립(병설),김을두,김을두,20050301,20050301,경기도 용인시 수지구 죽전로27번길 14-19,031-896-2855, ,0,0,1,0,0,0,0,26,0,0,37.3231425269905,127.113665595892
1875,경기도교육청,용인교육지원청,언남초등학교병설유치원,공립(병설),권혁범,권혁범,20050301,20050301,경기도 용인시 기흥구 기흥로116번길 87,031-275-0844, ,0,0,1,0,0,0,0,19,0,0,37.2897588333076,127.119587762533
1876,경기도교육청,용인교육지원청,키드빌리지유치원,사립(사인),김기정,곽정순,19950223,19950302,경기도 용인시 수지구 수풍로 94,031-264-1221,http://cafe.naver.com/sjkid,2,2,2,0,0,33,42,32,0,0,37.3320213256613,127.09379670278
1877,경기도교육청,용인교육지원청,아이원유치원,사립(사인),이미령,박충분,20080620,20080620,경기도 용인시 기흥구 마북로123번길 12,031-286-8886, ,4,4,2,0,0,40,54,36,0,0,37.3021471354183,127.120704509142
1878,경기도교육청,용인교육지원청,숲속동그라미유치원,사립(사인),임양순,이은영,20140213,20140303,경기도 용인시 기흥구 석성로521번길 14-21,312825656, ,3,3,1,0,0,30,45,19,0,0,37.2914724604232,127.156353186135
1879,경기도교육청,용인교육지원청,성모유치원,사립(법인),이재선,이재선,20080829,20080829,경기도 용인시 기흥구 예현로 41,031-273-1123, ,1,2,1,0,0,19,38,22,0,0,37.2435574778262,127.066677025387
1880,경기도교육청,용인교육지원청,남곡초등학교남곡분교장병설유치원,공립(병설),김연화,김연화,20180901,20180901,경기도 용인시 처인구 남산로 7,031-333-5882,http://www.namgok.es.kr,0,0,0,1,0,0,0,0,5,0,37.1404952489949,127.166757333818
1881,경기도교육청,용인교육지원청,용인대덕초등학교병설유치원,공립(병설),최점숙,최점숙,20050301,20050301,경기도 용인시 수지구 죽전로293번길 14,031-896-2365, ,0,0,1,0,0,0,0,10,0,0,37.3368139118434,127.125914920086
1882,경기도교육청,용인교육지원청,장평초등학교병설유치원,공립(병설),이중형,이중형,19810305,19810305,경기도 용인시 처인구 한택로 446,031-339-4982, ,0,0,0,1,0,0,0,0,6,0,37.1190733161337,127.377606411994
1883,경기도교육청,용인교육지원청,한국유치원,사립(사인),장응만,하성희,19991217,19991217,경기도 용인시 수지구 정평로 8,031-265-5551, ,2,2,2,0,0,35,48,37,0,0,37.3173994454929,127.089866429678
1884,경기도교육청,용인교육지원청,용천초등학교병설유치원,공립(병설),김봉영,김봉영,19810301,19810301,경기도 용인시 처인구 백옥대로 612,031-322-3732,http://www.yong1000.es.kr,0,0,0,1,0,0,0,0,8,0,37.191850752897,127.208417865405
1885,경기도교육청,용인교육지원청,성음유치원,사립(법인),오혁모,김현란,19990226,19990226,경기도 용인시 수지구 용구대로 2718,031-264-5303, ,2,2,1,0,0,18,34,12,0,0,37.3285390264184,127.10932337141
1886,경기도교육청,용인교육지원청,좌항초등학교병설유치원,공립(병설),정영희,정영희,19830301,19830301,경기도 용인시 처인구 원양로 603,031-333-6781,http://www.jwahang.es.kr/,0,0,0,1,0,0,0,0,8,0,37.2018279689388,127.320348255603
1887,경기도교육청,용인교육지원청,서원초등학교병설유치원,공립(병설),오춘옥,오춘옥,20020302,20020302,경기도 용인시 수지구 상현로 45,031-266-2599,http://www.seowon.es.kr,0,0,1,0,0,0,0,24,0,0,37.3037505320364,127.078521840304
