시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,lat,lon,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
경기도,수원시,상률로,,경기도 수원시 장안구 율전동 126,수원-0383,1,,N,37.30690183,126.969426,4,5.8,14.6,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,상률로,,경기도 수원시 장안구 율전동 126,수원-0384,1,,N,37.30690183,126.969426,4,5.6,19.1,Y,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,상률로,,경기도 수원시 장안구 율전동 126,수원-0385,1,,N,37.30690183,126.969426,5,5.8,19.4,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,상률로,,경기도 수원시 장안구 율전동 126,수원-0386,4,,N,37.30690183,126.969426,4,5.5,21.4,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,상률로,,경기도 수원시 장안구 율전동 544-8,수원-0387,4,,N,37.30575847,126.9729007,3,4.9,13.6,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,상률로,,경기도 수원시 장안구 천천동 583-5,수원-0388,4,,N,37.30539873,126.9756982,6,4.8,15.9,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,상률로,경기도 수원시 장안구 상률로 108,경기도 수원시 장안구 천천동 30,수원-0389,1,,N,37.30553464,126.9777877,4,5,15,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,상률로,경기도 수원시 장안구 천천로 203,경기도 수원시 장안구 이목동 510-3,수원-0390,1,,N,37.30957457,126.9781773,4,5.3,15.5,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,상률로,,경기도 수원시 장안구 천천동 19-5,수원-0391,1,,N,37.3059586,126.9817326,4,5,15.5,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 이목동 185-1,수원-0392,1,,N,37.31909458,126.9770921,2,4.3,7.7,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 463,경기도 수원시 장안구 이목동 184-6,수원-0393,1,,N,37.31865931,126.9779,2,4.2,6.4,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 458-1,경기도 수원시 장안구 이목동 197-4,수원-0394,1,,N,37.3188693,126.978508,2,4.1,10,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 이목동 246-9,수원-0395,1,,N,37.31731141,126.9813684,4,8.3,19.6,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 422,경기도 수원시 장안구 이목동 241-6,수원-0396,4,,N,37.31746112,126.9821518,6,2.3,33.9,N,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 415,경기도 수원시 장안구 이목동 260-7,수원-0397,4,,N,37.31669502,126.9821684,4,4.6,15.2,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 이목동 243-23,수원-0398,4,,N,37.31648278,126.9831398,4,5.9,16.2,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 388,경기도 수원시 장안구 이목동 290-12,수원-0399,1,,N,37.31525373,126.9844467,6,8.2,20.2,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 이목동 291-4,수원-0400,1,,N,37.31489722,126.984618,6,8,24.1,Y,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로378번길 2,경기도 수원시 장안구 이목동 320-9,수원-0401,1,,N,37.31433828,126.9853558,4,8.1,15.7,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 이목동 323-41,수원-0402,1,,N,37.31309536,126.9858368,6,8.9,28.1,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 정자동 574-11,수원-0403,1,,N,37.31295122,126.986006,3,7.3,30.3,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 정자동 847-72,수원-0404,1,,N,37.31170791,126.9867508,5,6,15.6,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 정자동 565-1,수원-0405,4,,N,37.31048258,126.9872023,7,5.8,16,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 이목로 58,경기도 수원시 장안구 파장동 566-15,수원-0406,4,,N,37.31039286,126.9880459,8,5.6,19.7,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 파장동 570-11,수원-0407,1,,N,37.30904115,126.9888156,6,6.1,20.4,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 305,경기도 수원시 장안구 정자동 547-1,수원-0408,1,,N,37.30862976,126.9888816,2,3.2,7.1,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 303,경기도 수원시 장안구 정자동 547-21,수원-0409,1,,N,37.30838693,126.9890074,4,6.2,14.6,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로301번길 2,경기도 수원시 장안구 정자동 547-30,수원-0410,1,,N,37.30824329,126.9891438,1,2.2,6.1,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로291번길 2,경기도 수원시 장안구 정자동 541-54,수원-0411,1,,N,37.30762374,126.9897009,4,6,14.8,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 291,경기도 수원시 장안구 정자동 541-40,수원-0412,1,,N,37.30749828,126.989871,1,2.2,6.1,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 280-1,경기도 수원시 장안구 정자동 533-110,수원-0413,1,,N,37.30679935,126.9908349,1,1.9,4,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 279,경기도 수원시 장안구 정자동 533-51,수원-0414,1,,N,37.30670781,126.9905083,4,6.5,14.5,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 272-9,경기도 수원시 장안구 정자동 537-2,수원-0415,1,,N,37.30650539,126.9916494,1,3.8,2.9,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 정자동 535-16,수원-0416,1,,N,37.30624269,126.9913465,1,2.1,4.6,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 정자동 528-30,수원-0417,1,,N,37.30584279,126.991309,4,5.8,14.7,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 정자동 436-6,수원-0418,1,,N,37.30584281,126.9915346,1,1.7,5.3,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 265,경기도 수원시 장안구 정자동 436-18,수원-0419,1,,N,37.30558504,126.9914299,1,2.2,4.5,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 262,경기도 수원시 장안구 정자동 434-11,수원-0420,1,,N,37.30548855,126.9920512,1,2.8,6.2,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 정자동 535-16,수원-0421,1,,N,37.30624269,126.9913465,1,1.8,5.8,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 정자동 436-6,수원-0422,1,,N,37.30584281,126.9915346,1,1.7,5.5,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 271,경기도 수원시 장안구 정자동 535-17,수원-0423,1,,N,37.30597097,126.9910436,1,2.7,6.9,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 265,경기도 수원시 장안구 정자동 436-18,수원-0424,1,,N,37.30558504,126.9914299,1,2.5,6.6,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 264-5,경기도 수원시 장안구 정자동 435-4,수원-0425,1,,N,37.30589402,126.9920146,1,2.9,7,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 정자로 155,경기도 수원시 장안구 정자동 389-2,수원-0426,4,,N,37.30489612,126.9926306,6,4.2,15.2,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 정자로 158,경기도 수원시 장안구 정자동 390,수원-0427,4,,N,37.30507091,126.9934532,5,4.1,16.1,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 232,경기도 수원시 장안구 정자동 395,수원-0428,1,,N,37.30375929,126.9965989,4,5.9,14.9,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 226,경기도 수원시 장안구 정자동 395-5,수원-0429,1,,N,37.30263198,126.9943497,1,8.3,15.3,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로259번길 1,경기도 수원시 장안구 정자동 441-2,수원-0430,1,,N,37.30502842,126.9919527,1,2.7,6.8,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 199,경기도 수원시 장안구 정자동 304,수원-0431,1,,N,37.30064344,126.9951754,4,8.1,14.9,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 200,경기도 수원시 장안구 정자동 303,수원-0432,1,,N,37.30134201,126.9962314,7,7.8,14.5,Y,,,,,Y,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 정자동 302-16,수원-0433,99,,N,37.30012167,126.9961711,7,3.6,31.9,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 정자동 301-3,수원-0434,1,Y,N,37.29959909,126.9964193,7,8.1,23.7,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 송죽동 418-36,수원-0435,3,Y,N,37.29793226,126.9978631,9,8.1,31.6,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 153,경기도 수원시 장안구 정자동 23-2,수원-0436,1,,N,37.29690505,126.9978519,4,7.5,13,Y,,,,,Y,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로125번길 6,경기도 수원시 장안구 정자동 28-8,수원-0437,1,,N,37.29504583,126.9994212,4,6.4,12.5,Y,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 118,경기도 수원시 장안구 정자동 32-15,수원-0438,1,,N,37.29438358,127.0005539,4,6.4,12.9,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 99-2,경기도 수원시 장안구 정자동 46-41,수원-0439,1,,N,37.29296224,127.0012289,4,6.5,13.2,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 91,경기도 수원시 장안구 정자동 46-34,수원-0440,1,,N,37.29221667,127.0018431,4,5.9,12.2,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 72,경기도 수원시 장안구 정자동 79-2,수원-0441,1,,N,37.29092501,127.0033521,5,7.6,13.2,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,,경기도 수원시 장안구 영화동 368-2,수원-0442,1,,N,37.28993127,127.0037278,5,8.7,12.1,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 52-1,경기도 수원시 장안구 영화동 404-17,수원-0443,1,,N,37.28940629,127.0044564,4,6.1,13.3,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 42,경기도 수원시 장안구 영화동 404-32,수원-0444,1,,N,37.28870559,127.0050251,4,5.9,12.8,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 29,경기도 수원시 장안구 영화동 422-43,수원-0445,1,,N,37.28761663,127.0054384,4,6.8,11.9,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로29번길 1,경기도 수원시 장안구 영화동 424-1,수원-0446,1,,N,37.2873919,127.0055865,4,8,13,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 장안로 10,경기도 수원시 장안구 영화동 445-11,수원-0447,1,,N,37.28615418,127.0070724,4,7.4,13.1,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,장안로,경기도 수원시 장안구 팔달로 197,경기도 수원시 장안구 영화동 444-8,수원-0448,4,,N,37.28573275,127.0076054,6,8.4,16.1,Y,,,,,Y,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,,경기도 수원시 장안구 이목동 407-1,수원-0449,1,,N,37.3118146,126.9783693,6,5.7,9.5,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,,경기도 수원시 장안구 이목동 348-1,수원-0450,1,,N,37.30945453,126.9815286,6,7.8,21.7,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 천천로 203,경기도 수원시 장안구 이목동 363-1,수원-0451,1,,N,37.30957457,126.9781773,1,3.3,19.2,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,,경기도 수원시 장안구 이목동 366-7,수원-0452,1,,N,37.30986897,126.9813367,5,4.1,25,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,,경기도 수원시 장안구 천천동 9-1,수원-0453,1,,N,37.30576043,126.9820597,5,7.8,17.1,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,,경기도 수원시 장안구 천천동 11-2,수원-0454,1,,N,37.30498554,126.981981,5,5.7,14.8,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,,경기도 수원시 장안구 천천동 584,수원-0455,1,,N,37.30489547,126.9821502,3,5.9,28.5,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,,경기도 수원시 장안구 천천동 81-8,수원-0456,1,,N,37.30362483,126.9810903,5,8.2,15.79,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 천천로 138,경기도 수원시 장안구 천천동 81-4,수원-0457,1,,N,37.30314055,126.9827127,5,8.9,16.3,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 정자로41번길 12,경기도 수원시 장안구 천천동 482-2,수원-0458,1,,N,37.30269508,126.9818469,6,9.8,20.1,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 천천로 106,경기도 수원시 장안구 천천동 515,수원-0459,1,,N,37.3009634,126.9836754,6,9.8,25.5,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 천천로 94,경기도 수원시 장안구 천천동 517,수원-0460,1,,N,37.30023576,126.9842445,6,5.4,18.5,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 덕영대로535번길 67,경기도 수원시 장안구 천천동 514,수원-0461,1,,N,37.29864,126.9841765,6,7.3,39.5,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 만석로 29,경기도 수원시 장안구 천천동 531,수원-0462,1,,N,37.29618435,126.9853553,5,10,22.1,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 만석로 29,경기도 수원시 장안구 천천동 531,수원-0463,1,,N,37.29618435,126.9853553,6,10,22.9,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 만석로20번길 25,경기도 수원시 장안구 정자동 918,수원-0464,1,,N,37.29420052,126.9851771,6,9.8,20.6,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 만석로20번길 25,경기도 수원시 장안구 정자동 918,수원-0465,1,,N,37.29420052,126.9851771,6,8,22.38,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 만석로20번길 25,경기도 수원시 장안구 정자동 918,수원-0466,1,,N,37.29420052,126.9851771,6,10.2,22.7,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 천천로21번길 11,경기도 수원시 장안구 정자동 923,수원-0467,1,,N,37.29340551,126.986841,6,10,20.7,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,천천로,경기도 수원시 장안구 천천로21번길 11,경기도 수원시 장안구 정자동 924,수원-0468,1,,N,37.29340551,126.986841,6,10.1,30.6,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,,경기도 수원시 장안구 천천동 557-6,수원-0469,1,,N,37.30273113,126.9732854,5,5.8,18.8,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,경기도 수원시 장안구 하률로1번길 6-2,경기도 수원시 장안구 천천동 548-1,수원-0470,1,,N,37.30322624,126.9735271,1,5.3,7.9,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,경기도 수원시 장안구 하률로 11,경기도 수원시 장안구 천천동 548-8,수원-0471,1,,N,37.30314923,126.9744529,6,7.9,22,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,경기도 수원시 장안구 하률로 13,경기도 수원시 장안구 천천동 550-1,수원-0472,1,,N,37.30314122,126.9746786,6,8.5,20.2,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,경기도 수원시 장안구 하률로 31,경기도 수원시 장안구 천천동 475-4,수원-0473,1,,N,37.30297846,126.976598,5,6.8,16.2,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,,경기도 수원시 장안구 천천동 475,수원-0474,1,,N,37.30311958,126.9776728,1,5,11.4,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,경기도 수원시 장안구 하률로 41,경기도 수원시 장안구 천천동 475-12,수원-0475,1,,N,37.30316317,126.977601,5,7.6,18.1,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,,경기도 수원시 장안구 천천동 475,수원-0476,1,,N,37.30311958,126.9776728,1,5.1,10.7,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,경기도 수원시 장안구 하률로 51-17,경기도 수원시 장안구 천천동 476-3,수원-0477,1,,N,37.30330958,126.9780964,5,8.4,18.4,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,경기도 수원시 장안구 하률로 51,경기도 수원시 장안구 천천동 476-8,수원-0478,1,,N,37.30348342,126.978682,2,5.2,7.6,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,경기도 수원시 장안구 하률로 51,경기도 수원시 장안구 천천동 476-8,수원-0479,1,,N,37.30348342,126.978682,1,5.5,8.8,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,경기도 수원시 장안구 하률로56번길 3,경기도 수원시 장안구 천천동 478-1,수원-0480,1,,N,37.30339741,126.9796191,5,8.1,16.6,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,경기도 수원시 장안구 천천로 138,경기도 수원시 장안구 천천동 81-4,수원-0481,1,,N,37.30314055,126.9827127,5,9.6,30.3,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,하률로,,경기도 수원시 장안구 천천동 81-6,수원-0482,1,,N,37.30386832,126.9822859,1,3.9,16.7,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 하률로30번길 51-18,경기도 수원시 장안구 천천동 574-1,수원-0483,4,,N,37.30002385,126.9770359,6,7.7,26.8,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로 20,경기도 수원시 장안구 천천동 501-11,수원-0484,1,,N,37.30001488,126.9790896,4,7.5,19.3,Y,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로 22,경기도 수원시 장안구 천천동 502-1,수원-0485,1,,N,37.30008832,126.9793937,4,8.2,20.8,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로 30,경기도 수원시 장안구 천천동 502-8,수원-0486,1,,N,37.30029951,126.9802724,4,6.4,13.6,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로 39-1,경기도 수원시 장안구 천천동 481-6,수원-0487,1,,N,37.30088078,126.9812726,5,8.1,19.2,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로41번길 12,경기도 수원시 장안구 천천동 482,수원-0488,1,,N,37.30269508,126.9818469,5,8.2,16.4,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로41번길 12,경기도 수원시 장안구 천천동 482-2,수원-0489,1,,N,37.30269508,126.9818469,5,10,20.2,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 천천로 106,경기도 수원시 장안구 천천동 515,수원-0490,1,,N,37.3009634,126.9836754,5,10.2,15.2,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 천천로74번길 35,경기도 수원시 장안구 정자동 927,수원-0491,3,,N,37.30018252,126.9865129,3,4.1,20.9,Y,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로 102,경기도 수원시 장안구 정자동 911-3,수원-0492,1,,N,37.30164982,126.988139,2,5.8,8.1,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로 105,경기도 수원시 장안구 정자동 507,수원-0493,1,,N,37.30248881,126.9883026,2,4,11.6,N,,,,,N,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로 109-2,경기도 수원시 장안구 정자동 487-9,수원-0494,1,,N,37.30265393,126.9889672,2,3.5,7.6,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로130번길 3,경기도 수원시 장안구 정자동 467-8,수원-0495,1,,N,37.3029882,126.991233,2,5.4,7.1,N,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로 149,경기도 수원시 장안구 정자동 840-77,수원-0496,4,,N,37.30451576,126.9922157,3,3.8,10.1,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로 155,경기도 수원시 장안구 정자동 389-2,수원-0497,4,,N,37.30489612,126.9926306,3,5.4,8.2,Y,,,,,Y,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,정자로,경기도 수원시 장안구 정자로 169,경기도 수원시 장안구 정자동 430-3,수원-0498,2,,N,37.30580935,126.9932903,2,3.8,8.4,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,파장천로,경기도 수원시 장안구 파장로68번길 2,경기도 수원시 장안구 파장동 582-30,수원-0499,2,,N,37.30601739,126.9934581,2,3.9,8,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,파장천로,경기도 수원시 장안구 파장천로 12,경기도 수원시 장안구 파장동 589,수원-0500,1,,N,37.30669703,126.9942999,2,4.1,7.1,N,,,,,Y,,N,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,파장천로,경기도 수원시 장안구 파장천로25번길 1,경기도 수원시 장안구 파장동 583-12,수원-0501,1,,N,37.30781669,126.9947551,2,4.8,8.6,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,파장천로,경기도 수원시 장안구 파장천로 36,경기도 수원시 장안구 파장동 585,수원-0502,1,,N,37.30849666,126.9956759,2,5.2,17.8,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
경기도,수원시,파장천로,경기도 수원시 장안구 파장천로 39,경기도 수원시 장안구 파장동 523-36,수원-0503,1,,N,37.30914444,126.9953894,3,5.4,17.9,Y,,,,,N,,Y,,경기도 수원시,031-228-2298,2021-04-29
